rawfile,scripts/bots/_bots.gsc
rawfile,scripts/bots/_debug.gsc
rawfile,scripts/bots/_types.gsc
rawfile,scripts/clients/_clients.gsc
rawfile,scripts/extras/_codx.gsc
rawfile,scripts/extras/_codx.gsx
rawfile,scripts/extras/_antiafk.gsc
rawfile,scripts/extras/_rotustats.gsc
rawfile,scripts/gamemodes/_gamemodes.gsc
rawfile,scripts/gamemodes/_hud.gsc
rawfile,scripts/gamemodes/_lastchance.gsc
rawfile,scripts/gamemodes/_mysterybox.gsc
rawfile,scripts/gamemodes/_survival.gsc
rawfile,scripts/gamemodes/_upgradables.gsc
rawfile,scripts/gamemodes/_waves.gsc
rawfile,scripts/include/admin.gsc
rawfile,scripts/include/data.gsc
rawfile,scripts/include/entities.gsc
rawfile,scripts/include/hud.gsc
rawfile,scripts/include/math.gsc
rawfile,scripts/include/physics.gsc
rawfile,scripts/include/strings.gsc
rawfile,scripts/include/useful.gsc
rawfile,scripts/include/waypoints.gsc
rawfile,scripts/level/_spectatecoords.gsc
rawfile,scripts/players/_abilities.gsc
rawfile,scripts/players/_barricades.gsc
rawfile,scripts/players/_classes.gsc
rawfile,scripts/players/_claymore.gsc
rawfile,scripts/players/_damagefeedback.gsc
rawfile,scripts/players/_infection.gsc
rawfile,scripts/players/_menus.gsc
rawfile,scripts/players/_persistence.gsc
rawfile,scripts/players/_playermodels.gsc
rawfile,scripts/players/_players.gsc
rawfile,scripts/players/_rank.gsc
rawfile,scripts/players/_shop.gsc
rawfile,scripts/players/_spree.gsc
rawfile,scripts/players/_turrets.gsc
rawfile,scripts/players/_usables.gsc
rawfile,scripts/players/_weapons.gsc
rawfile,scripts/security/_security.gsc
rawfile,scripts/server/_admin.gsc
rawfile,scripts/server/_adminmenu.gsc
rawfile,scripts/server/_custom.gsc
rawfile,scripts/server/_environment.gsc
rawfile,scripts/server/_maprotation.gsc
rawfile,scripts/server/_maps.gsc
rawfile,scripts/server/_mapvoting.gsc
rawfile,scripts/server/_scoreboard.gsc
rawfile,scripts/server/_server.gsc
rawfile,scripts/server/_servername.gsc
rawfile,scripts/server/_settings.gsc
rawfile,scripts/server/_versioning.gsc
rawfile,scripts/server/_welcome.gsc
