1,1,521,2521,25,0,3,ch_marksman_mp5_1,CHALLENGE_MP5_MARKSMAN_I,CHALLENGE_GET_25_KILLS_WITH_THIS,100,CHALLENGE_UNLOCK_MP5_RED_DOT_SIGHT,;,mp5 reflex,a,1,;,;,;,;,
2,;,;,2521,75,25,3,ch_marksman_mp5_2,CHALLENGE_MP5_MARKSMAN_II,CHALLENGE_GET_75_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_MP5_SILENCER,;,mp5 silencer,;,1,;,;,;,;,
3,;,;,2521,150,75,3,ch_marksman_mp5_3,CHALLENGE_MP5_MARKSMAN_III,CHALLENGE_GET_150_KILLS_WITH_THIS,1000,CHALLENGE_UNLOCK_MP5_ACOG_SCOPE,;,mp5 acog,;,1,;,;,;,;,
4,2,522,2522,25,0,3,ch_expert_mp5_1,CHALLENGE_MP5_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_MP5_DIGITAL_CAMOUFLAGE,mp5 camo_blackwhitemarpat,;,a,1,;,;,;,;,
5,;,;,2522,75,25,3,ch_expert_mp5_2,CHALLENGE_MP5_EXPERT_II,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_MP5_BLUE_TIGER,mp5 camo_stagger,;,;,1,;,;,;,;,
6,;,;,2522,150,75,3,ch_expert_mp5_3,CHALLENGE_MP5_EXPERT_III,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_MP5_RED_TIGER,mp5 camo_tigerred,;,;,1,;,;,;,;,
7,3,523,2523,25,0,3,ch_marksman_skorpion_1,CHALLENGE_SKORPION_MARKSMAN_I,CHALLENGE_GET_25_KILLS_WITH_THIS,100,CHALLENGE_UNLOCK_SKORPION_RED_DOT,;,skorpion reflex,a,1,;,;,;,;,
8,;,;,2523,75,25,3,ch_marksman_skorpion_2,CHALLENGE_SKORPION_MARKSMAN_II,CHALLENGE_GET_75_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_SKORPION_SILENCER,;,skorpion silencer,;,1,;,;,;,;,
9,;,;,2523,150,75,3,ch_marksman_skorpion_3,CHALLENGE_SKORPION_MARKSMAN_III,CHALLENGE_GET_150_KILLS_WITH_THIS,1000,CHALLENGE_UNLOCK_SKORPION_ACOG,;,skorpion acog,;,1,;,;,;,;,
10,4,524,2524,25,0,3,ch_expert_skorpion_1,CHALLENGE_SKORPION_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_SKORPION_DIGITAL,skorpion camo_blackwhitemarpat,;,a,1,;,;,;,;,
11,;,;,2524,75,25,3,ch_expert_skorpion_2,CHALLENGE_SKORPION_EXPERT_II,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_SKORPION_BLUE,skorpion camo_stagger,;,;,1,;,;,;,;,
12,;,;,2524,150,75,3,ch_expert_skorpion_3,CHALLENGE_SKORPION_EXPERT_III,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_SKORPION_RED_TIGER,skorpion camo_tigerred,;,;,1,;,;,;,;,
13,5,525,2525,25,0,3,ch_marksman_uzi_1,CHALLENGE_MINIUZI_MARKSMAN_I,CHALLENGE_GET_25_KILLS_WITH_THIS,100,CHALLENGE_UNLOCK_MINIUZI_RED_DOT,;,uzi reflex,;,1,;,;,;,;,
14,;,;,2525,75,25,3,ch_marksman_uzi_2,CHALLENGE_MINIUZI_MARKSMAN_II,CHALLENGE_GET_75_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_MINIUZI_SILENCER,;,uzi silencer,;,1,;,;,;,;,
15,;,;,2525,150,75,3,ch_marksman_uzi_3,CHALLENGE_MINIUZI_MARKSMAN_III,CHALLENGE_GET_150_KILLS_WITH_THIS,1000,CHALLENGE_UNLOCK_MINIUZI_ACOG_SCOPE,;,uzi acog,;,1,;,;,;,;,
16,6,526,2526,25,0,3,ch_expert_uzi_1,CHALLENGE_MINIUZI_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_MINIUZI_DIGITAL,uzi camo_blackwhitemarpat,;,;,1,;,;,;,;,
17,;,;,2526,75,25,3,ch_expert_uzi_2,CHALLENGE_MINIUZI_EXPERT_II,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_MINIUZI_BLUE_TIGER,uzi camo_stagger,;,;,1,;,;,;,;,
18,;,;,2526,150,75,3,ch_expert_uzi_3,CHALLENGE_MINIUZI_EXPERT_III,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_MINIUZI_RED_TIGER,uzi camo_tigerred,;,;,1,;,;,;,;,
19,7,527,2527,25,0,3,ch_marksman_ak74u_1,CHALLENGE_AK74U_MARKSMAN_I,CHALLENGE_GET_25_KILLS_WITH_THIS,100,CHALLENGE_UNLOCK_AK74U_RED_DOT,;,ak74u reflex,;,1,;,;,;,;,
20,;,;,2527,75,25,3,ch_marksman_ak74u_2,CHALLENGE_AK74U_MARKSMAN_II,CHALLENGE_GET_75_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_AK74U_SILENCER,;,ak74u silencer,;,1,;,;,;,;,
21,;,;,2527,150,75,3,ch_marksman_ak74u_3,CHALLENGE_AK74U_MARKSMAN_III,CHALLENGE_GET_150_KILLS_WITH_THIS,1000,CHALLENGE_UNLOCK_AK74U_ACOG_SCOPE,;,ak74u acog,;,1,;,;,;,;,
22,8,528,2528,25,0,3,ch_expert_ak74u_1,CHALLENGE_AK74U_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_AK74U_DIGITAL,ak74u camo_blackwhitemarpat,;,;,1,;,;,;,;,
23,;,;,2528,75,25,3,ch_expert_ak74u_2,CHALLENGE_AK74U_EXPERT_II,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_AK74U_BLUE_TIGER,ak74u camo_stagger,;,;,1,;,;,;,;,
24,;,;,2528,150,75,3,ch_expert_ak74u_3,CHALLENGE_AK74U_EXPERT_III,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_AK74U_RED_TIGER,ak74u camo_tigerred,;,;,1,;,;,;,;,
25,9,529,2529,25,0,3,ch_marksman_p90_1,CHALLENGE_P90_MARKSMAN_I,CHALLENGE_GET_25_KILLS_WITH_THIS,100,CHALLENGE_UNLOCK_P90_RED_DOT_SIGHT,;,p90 reflex,;,1,;,;,;,;,
26,;,;,2529,75,25,3,ch_marksman_p90_2,CHALLENGE_P90_MARKSMAN_II,CHALLENGE_GET_75_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_P90_SILENCER,;,p90 silencer,;,1,;,;,;,;,
27,;,;,2529,150,75,3,ch_marksman_p90_3,CHALLENGE_P90_MARKSMAN_III,CHALLENGE_GET_150_KILLS_WITH_THIS,1000,CHALLENGE_UNLOCK_P90_ACOG_SCOPE,;,p90 acog,;,1,;,;,;,;,
28,10,530,2530,25,0,3,ch_expert_p90_1,CHALLENGE_P90_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_P90_DIGITAL_CAMOUFLAGE,p90 camo_blackwhitemarpat,;,;,1,;,;,;,;,
29,;,;,2530,75,25,3,ch_expert_p90_2,CHALLENGE_P90_EXPERT_II,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_P90_BLUE_TIGER,p90 camo_stagger,;,;,1,;,;,;,;,
30,;,;,2530,150,75,3,ch_expert_p90_3,CHALLENGE_P90_EXPERT_III,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_P90_RED_TIGER,p90 camo_tigerred,;,;,1,;,;,;,;,
