0,rank_pfc1,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
1,rank_pfc2,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
2,rank_pfc3,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
3,rank_lcpl1,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
4,rank_lcpl2,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
5,rank_lcpl3,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
6,rank_cpl1,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
7,rank_cpl2,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
8,rank_cpl3,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
9,rank_sgt1,rank_prestige_1,rank_prestige_2,rank_prestige_3,rank_prestige_4,rank_prestige_5,rank_prestige_6,rank_prestige_7,rank_prestige_8,rank_prestige_9,rank_prestige_10,rank_prestige_11,rank_prestige_12,rank_prestige_13,rank_prestige_14,rank_prestige_15,rank_prestige_16,rank_prestige_17,rank_prestige_18,rank_prestige_19,rank_prestige_20,rank_prestige_21,rank_prestige_22,rank_prestige_23,rank_prestige_24,rank_prestige_25,rank_prestige_26,rank_prestige_27,rank_prestige_28,rank_prestige_29,rank_prestige_30,rank_prestige_31,rank_prestige_32,rank_prestige_33,rank_prestige_34,rank_prestige_35,rank_prestige_36,rank_prestige_37,rank_prestige_38,rank_prestige_39,rank_prestige_40,rank_prestige_41,rank_prestige_42,rank_prestige_43,rank_prestige_44,rank_prestige_45
