1,1,601,2601,1,0,1,ch_uav,CHALLENGE_RADAR_INBOUND,CHALLENGE_KILL_3_ENEMIES_WITHOUT,50,;,;,;,a,1,;,;,;,;,
2,2,602,2602,1,0,1,ch_airstrike,CHALLENGE_AIRSTRIKE_INBOUND,CHALLENGE_KILL_5_ENEMIES_WITHOUT,50,;,;,;,a,1,;,;,;,;,
3,3,603,2603,1,0,1,ch_chopper,CHALLENGE_CHOPPER_INBOUND,CHALLENGE_KILL_7_ENEMIES_WITHOUT,50,;,;,;,a,1,;,;,;,;,
4,4,604,2604,1,0,1,ch_flyswatter,CHALLENGE_FLYSWATTER,CHALLENGE_SHOOT_DOWN_AN_ENEMY_HELICOPTER,250,;,;,;,a,1,;,;,;,;,
5,5,605,2605,1661220,0,1,ch_marathon,CHALLENGE_MARATHON,CHALLENGE_SPRINT_FOR_26_MILES_TOTAL,250,;,;,;,b,63360,;,;,;,;,
6,6,606,2606,1,0,1,ch_goodbye,CHALLENGE_GOODBYE,CHALLENGE_FALL_30_FEET_OR_MORE,250,;,;,;,b,1,;,;,;,;,
7,7,607,2607,1,0,1,ch_basejump,CHALLENGE_BASE_JUMP,CHALLENGE_FALL_15_FEET_OR_MORE,250,;,;,;,b,1,;,;,;,;,
8,8,608,2608,5,0,3,ch_crouchshot_1,CHALLENGE_CROUCH_SHOT_I,CHALLENGE_KILL_5_ENEMIES_WHILE,50,;,;,;,b,1,;,;,;,;,
9,;,;,2608,15,5,3,ch_crouchshot_2,CHALLENGE_CROUCH_SHOT_II,CHALLENGE_KILL_15_ENEMIES_WHILE,100,;,;,;,;,1,;,;,;,;,
10,;,;,2608,30,15,3,ch_crouchshot_3,CHALLENGE_CROUCH_SHOT_III,CHALLENGE_KILL_30_ENEMIES_WHILE,250,;,;,;,;,1,;,;,;,;,
11,9,609,2609,5,0,3,ch_proneshot_1,CHALLENGE_PRONE_SHOT_I,CHALLENGE_KILL_5_ENEMIES_WHILE1,50,;,;,;,c,1,;,;,;,;,
