1,1,661,2661,1,0,1,ch_airborne,CHALLENGE_AIRBORNE,CHALLENGE_GET_A_2_KILL_STREAK_WHILE,250,;,;,;,a,1,;,;,;,;,
2,2,662,2662,1,0,1,ch_multifrag,CHALLENGE_MULTIFRAG,CHALLENGE_KILL_2_OR_MORE_ENEMIES2,250,;,;,;,a,1,;,;,;,;,
3,3,663,2663,1,0,1,ch_carpetbomb,CHALLENGE_CARPET_BOMB,CHALLENGE_KILL_5_ENEMIES_WITH_A3,250,;,;,;,a,1,;,;,;,;,
4,4,664,2664,1,0,1,ch_mgmaster,CHALLENGE_MG_MASTER,CHALLENGE_GET_A_5_KILL_STREAK_WHILE,250,;,;,;,a,1,;,;,;,;,
5,5,665,2665,1,0,1,ch_slasher,CHALLENGE_SLASHER,CHALLENGE_GET_A_3_MELEE_KILL_STREAK,250,;,;,;,b,1,;,;,;,;,
6,6,666,2666,1,0,1,ch_multic4,CHALLENGE_MULTIC4,CHALLENGE_KILL_2_OR_MORE_ENEMIES3,250,;,;,;,b,1,;,;,;,;,
7,7,667,2667,1,0,3,ch_hotpotato_1,CHALLENGE_HOT_POTATO_I,CHALLENGE_KILL_1_ENEMY_WITH_A_THROWN,50,;,;,;,b,1,;,;,;,;,
8,;,;,2667,5,1,3,ch_hotpotato_2,CHALLENGE_HOT_POTATO_II,CHALLENGE_KILL_5_ENEMIES_WITH_THROWN,100,;,;,;,;,1,;,;,;,;,
9,;,;,2667,15,5,3,ch_hotpotato_3,CHALLENGE_HOT_POTATO_III,CHALLENGE_KILL_15_ENEMIES_WITH2,250,;,;,;,;,1,;,;,;,;,
10,8,668,2668,1,0,1,ch_carbomb,CHALLENGE_CAR_BOMB,CHALLENGE_KILL_1_ENEMY_BY_DESTROYING,250,;,;,;,b,1,;,;,;,;,
11,9,669,2669,1,0,1,ch_backstabber,CHALLENGE_BACKSTABBER,CHALLENGE_STAB_AN_ENEMY_IN_THE,250,;,;,;,c,1,;,;,;,;,
12,10,670,2670,1,0,1,ch_slowbutsure,CHALLENGE_SLOW_BUT_SURE,CHALLENGE_KILL_1_ENEMY_WHILE_BEING,250,;,;,;,c,1,;,;,;,;,
13,11,671,2671,5,0,3,ch_flashbangvet_1,CHALLENGE_FLASHBANG_VETERAN_I,CHALLENGE_KILL_5_ENEMIES_DAZED,50,;,;,;,c,1,;,;,;,;,
14,;,;,2671,10,5,3,ch_flashbangvet_2,CHALLENGE_FLASHBANG_VETERAN_II,CHALLENGE_KILL_10_ENEMIES_DAZED,100,;,;,;,;,1,;,;,;,;,
15,;,;,2671,25,10,3,ch_flashbangvet_3,CHALLENGE_FLASHBANG_VETERAN_III,CHALLENGE_KILL_25_ENEMIES_DAZED,250,;,;,;,;,1,;,;,;,;,
16,12,672,2672,1,0,3,ch_miserylovescompany_1,CHALLENGE_MISERY_LOVES_COMPANY,CHALLENGE_KILL_YOURSELF_AND_1_ENEMY,50,;,;,;,c,1,;,;,;,;,
17,;,;,2672,2,1,3,ch_miserylovescompany_2,CHALLENGE_MISERY_LOVES_COMPANY1,CHALLENGE_KILL_YOURSELF_AND_A_2ND,100,;,;,;,;,1,;,;,;,;,
18,;,;,2672,3,2,3,ch_miserylovescompany_3,CHALLENGE_MISERY_LOVES_COMPANY2,CHALLENGE_KILL_YOURSELF_AND_A_3RD,250,;,;,;,;,1,;,;,;,;,
19,13,673,2673,1,0,3,ch_ouch_1,CHALLENGE_OUCH_I,CHALLENGE_KILL_1_ENEMY_WITH_A_RIFLEMOUNTED,50,;,;,;,d,1,;,;,;,;,
20,;,;,2673,5,1,3,ch_ouch_2,CHALLENGE_OUCH_II,CHALLENGE_KILL_5_ENEMIES_WITH_A4,100,;,;,;,;,1,;,;,;,;,
21,;,;,2673,15,5,3,ch_ouch_3,CHALLENGE_OUCH_III,CHALLENGE_KILL_15_ENEMIES_WITH3,250,;,;,;,;,1,;,;,;,;,
22,14,674,2674,1,0,1,ch_rival,CHALLENGE_RIVAL,CHALLENGE_KILL_THE_SAME_ENEMY_5,250,;,;,;,d,1,;,;,;,;,
23,15,675,2675,1,0,1,ch_cruelty,CHALLENGE_CRUELTY,CHALLENGE_KILL_AN_ENEMY_PICK_UP,250,;,;,;,d,1,;,;,;,;,
24,16,676,2676,1,0,1,ch_thinkfast,CHALLENGE_THINK_FAST,CHALLENGE_FINISH_AN_ENEMY_OFF_BY,250,;,;,;,d,1,;,;,;,;,
25,17,677,2677,1,0,1,ch_thinkfastconcussion,CHALLENGE_THINK_FAST_STUN,CHALLENGE_FINISH_AN_ENEMY_OFF_BY1,250,;,;,;,e,1,;,;,;,;,
26,18,678,2678,1,0,1,ch_thinkfastflash,CHALLENGE_THINK_FAST_FLASH,CHALLENGE_FINISH_AN_ENEMY_OFF_BY2,250,;,;,;,e,1,;,;,;,;,
27,19,679,2679,1,0,1,ch_returntosender,CHALLENGE_RETURN_TO_SENDER,CHALLENGE_KILL_AN_ENEMY_BY_SHOOTING,250,;,;,;,e,1,;,;,;,;,
28,20,680,2680,1,0,1,ch_blindfire,CHALLENGE_BLINDFIRE,CHALLENGE_KILL_AN_ENEMY_WHILE_YOU,250,;,;,;,e,1,;,;,;,;,
