1,1,583,2583,100,0,1,ch_marksman_m40a3,CHALLENGE_M40A3_MARKSMAN,CHALLENGE_GET_100_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_M40A3_ACOG_SCOPE,;,m40a3 acog,a,1,;,;,;,;,
2,2,584,2584,25,0,3,ch_expert_m40a3_1,CHALLENGE_M40A3_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_M40A3_DIGITAL,m40a3 camo_blackwhitemarpat,;,a,1,;,;,;,;,
3,;,;,2584,75,25,3,ch_expert_m40a3_2,CHALLENGE_M40A3_EXPERT_II,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_M40A3_BLUE_TIGER,m40a3 camo_stagger,;,;,1,;,;,;,;,
4,;,;,2584,150,75,3,ch_expert_m40a3_3,CHALLENGE_M40A3_EXPERT_III,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_M40A3_RED_TIGER,m40a3 camo_tigerred,;,;,1,;,;,;,;,
5,3,581,2581,100,0,1,ch_marksman_m21,CHALLENGE_M21_MARKSMAN,CHALLENGE_GET_100_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_M21_ACOG_SCOPE,;,m21 acog,;,1,;,;,;,;,
6,4,582,2582,25,0,3,ch_expert_m21_1,CHALLENGE_M21_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_M21_DIGITAL_CAMOUFLAGE,m21 camo_blackwhitemarpat,;,;,1,;,;,;,;,
7,;,;,2582,75,25,3,ch_expert_m21_2,CHALLENGE_M21_EXPERT_II,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_M21_BLUE_TIGER,m21 camo_stagger,;,;,1,;,;,;,;,
8,;,;,2582,150,75,3,ch_expert_m21_3,CHALLENGE_M21_EXPERT_III,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_M21_RED_TIGER,m21 camo_tigerred,;,;,1,;,;,;,;,
9,5,585,2585,100,0,1,ch_marksman_dragunov,CHALLENGE_DRAGUNOV_MARKSMAN,CHALLENGE_GET_100_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_DRAGUNOV_ACOG,;,dragunov acog,;,1,;,;,;,;,
10,6,586,2586,25,0,3,ch_expert_dragunov_1,CHALLENGE_DRAGUNOV_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_DRAGUNOV_DIGITAL,dragunov camo_blackwhitemarpat,;,;,1,;,;,;,;,
11,;,;,2586,75,25,3,ch_expert_dragunov_2,CHALLENGE_DRAGUNOV_EXPERT_II,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_DRAGUNOV_BLUE,dragunov camo_stagger,;,;,1,;,;,;,;,
12,;,;,2586,150,75,3,ch_expert_dragunov_3,CHALLENGE_DRAGUNOV_EXPERT_III,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_DRAGUNOV_RED_TIGER,dragunov camo_tigerred,;,;,1,;,;,;,;,
13,7,587,2587,100,0,1,ch_marksman_remington700,CHALLENGE_R700_MARKSMAN,CHALLENGE_GET_100_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_R700_ACOG_SCOPE,;,remington700 acog,;,1,;,;,;,;,
14,8,588,2588,25,0,3,ch_expert_remington700_1,CHALLENGE_R700_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_R700_DIGITAL_CAMOUFLAGE,remington700 camo_blackwhitemarpat,;,;,1,;,;,;,;,
15,;,;,2588,75,25,3,ch_expert_remington700_2,CHALLENGE_R700_EXPERT_II,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_R700_BLUE_TIGER,remington700 camo_stagger,;,;,1,;,;,;,;,
16,;,;,2588,150,75,3,ch_expert_remington700_3,CHALLENGE_R700_EXPERT_III,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_R700_RED_TIGER,remington700 camo_tigerred,;,;,1,;,;,;,;,
17,9,589,2589,100,0,1,ch_marksman_barrett,CHALLENGE_BARRETT_50_CAL_MARKSMAN,CHALLENGE_GET_100_KILLS_WITH_THIS,500,CHALLENGE_UNLOCK_BARRETT_50_CAL,;,barrett acog,;,1,;,;,;,;,
18,10,590,2590,25,0,3,ch_expert_barrett_1,CHALLENGE_BARRETT_50_CAL_EXPERT,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_BARRETT_50_CAL1,barrett camo_blackwhitemarpat,;,;,1,;,;,;,;,
19,;,;,2590,75,25,3,ch_expert_barrett_2,CHALLENGE_BARRETT_50_CAL_EXPERT1,CHALLENGE_GET_75_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_BARRETT_50_CAL2,barrett camo_stagger,;,;,1,;,;,;,;,
20,;,;,2590,150,75,3,ch_expert_barrett_3,CHALLENGE_BARRETT_50_CAL_EXPERT2,CHALLENGE_GET_150_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_BARRETT_50_CAL3,barrett camo_tigerred,;,;,1,;,;,;,;,
