1,1,561,2561,25,0,2,ch_marksman_winchester1200_1,CHALLENGE_W1200_MARKSMAN_I,CHALLENGE_GET_25_KILLS_WITH_THIS_2,100,CHALLENGE_UNLOCK_W1200_RED_DOT,;,winchester1200 reflex,a,1,;,;,;,;,
2,;,;,2561,50,25,2,ch_marksman_winchester1200_2,CHALLENGE_W1200_MARKSMAN_II,CHALLENGE_GET_50_KILLS_WITH_THIS_2,500,CHALLENGE_UNLOCK_W1200_GRIP,;,winchester1200 grip,;,1,;,;,;,;,
3,2,562,2562,25,0,3,ch_expert_winchester1200_1,CHALLENGE_W1200_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_W1200_DIGITAL,winchester1200 camo_blackwhitemarpat,;,a,1,;,;,;,;,
4,;,;,2562,50,25,3,ch_expert_winchester1200_2,CHALLENGE_W1200_EXPERT_II,CHALLENGE_GET_50_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_W1200_BLUE_TIGER,winchester1200 camo_stagger,;,;,1,;,;,;,;,
5,;,;,2562,100,50,3,ch_expert_winchester1200_3,CHALLENGE_W1200_EXPERT_III,CHALLENGE_GET_100_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_W1200_RED_TIGER,winchester1200 camo_tigerred,;,;,1,;,;,;,;,
6,3,563,2563,25,0,2,ch_marksman_m1014_1,CHALLENGE_BENELLI_M4_MARKSMAN_I,CHALLENGE_GET_25_KILLS_WITH_THIS_2,100,CHALLENGE_UNLOCK_BENELLI_M4_RED,;,m1014 reflex,;,1,;,;,;,;,
7,;,;,2563,50,25,2,ch_marksman_m1014_2,CHALLENGE_BENELLI_M4_MARKSMAN_II,CHALLENGE_GET_50_KILLS_WITH_THIS_2,500,CHALLENGE_UNLOCK_BENELLI_M4_GRIP,;,m1014 grip,;,1,;,;,;,;,
8,4,564,2564,25,0,3,ch_expert_m1014_1,CHALLENGE_BENELLI_M4_EXPERT_I,CHALLENGE_GET_25_HEAD_SHOTS_WITH,100,CHALLENGE_UNLOCK_BENELLI_M4_DIGITAL,m1014 camo_blackwhitemarpat,;,;,1,;,;,;,;,
9,;,;,2564,50,25,3,ch_expert_m1014_2,CHALLENGE_BENELLI_M4_EXPERT_II,CHALLENGE_GET_50_HEAD_SHOTS_WITH,500,CHALLENGE_UNLOCK_BENELLI_M4_BLUE,m1014 camo_stagger,;,;,1,;,;,;,;,
10,;,;,2564,100,50,3,ch_expert_m1014_3,CHALLENGE_BENELLI_M4_EXPERT_III,CHALLENGE_GET_100_HEAD_SHOTS_WITH,1000,CHALLENGE_UNLOCK_BENELLI_M4_RED1,m1014 camo_tigerred,;,;,1,;,;,;,;,
